,Unnamed: 0,id_reference,type_reference,designation,programme,code_filiere,coeff_avion,magasin,livrable,constituant,famille_code_filiere,norm_mat_inge,norm_mat_fab,indice_manufacturing,avion_impacte_pp,priorite_pp,indice_client_pp,classe_piece_ref_pp,procedes_speciaux_ind,cms_mat_pp,fournisseur_cmde,supplier_cmde,rang_appro,type_cycle,quantite_commande,cycle_negocie,quantite_receptionnee,etat_reference,etat_reference.1,supplier_achat,fournisseur_achat,indice_client.1,autonomie_matiere,autonomie_quincaillerie,quantite_FAI,type_cycle.1,cycle_fil_rouge_1ere_commande,cycle_fil_rouge_recommande,NRC_fil_rouge_total,RC_fil_rouge,cycle_standard_1ere_commande,cycle_standard_recommande,NRC_standard_total,RC_standard,devise,lag_time,date_besoin_client_new,date_transmission_proc_new,date_emission_commande_new,date_livraison_contractuelle_new,date_livraison_previsionnelle_S_new,date_reception_effective_new,date_livraison_contractuelle_initiale_new,date_affectation_new,total_cycle_duration_new,total_cycle_duration_predict
849,849,16671,0,907,2,27,1.0,5,False,False,4,49,49,46,2,1,1,2.0,1,67,7,7,1,1,5,25.0,1,4,4,8,8,2,1,1,5.0,1,30.0,25.0,0.055465358927,0.0161577308311,60.0,50.0,0.0405427079029,0.027045388,2,-54,79,112,76,103,92,107,86,0,62.0,155.416404897
4000,4015,36935,0,915,2,23,1.0,5,True,False,4,22,22,3,9,2,2,1.0,252,133,5,5,4,2,1,70.0,1,4,4,6,6,2,2,1,5.0,2,70.0,80.0,0.046874646,0.057201543,140.0,160.0,0.04310052,0.035825527,2,-77,278,415,307,442,461,483,409,320,108.0,120.647533052
2512,2513,29058,0,47,2,3,1.0,5,True,False,4,19,19,3,8,2,2,2.0,218,99,5,5,2,2,4,80.0,1,4,4,3,3,2,2,1,5.0,2,60.0,70.0,0.113223783,0.020282333,120.0,140.0,0.095107978,0.012767589,2,-111,188,303,219,362,367,390,311,231,172.0,181.258963423
3627,3642,34270,0,1082,2,1,2.0,5,True,False,1,21,21,3,8,1,2,2.0,180,101,3,3,2,2,3,47.0,3,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.00058778,74.0,50.0,0.011096774,0.000352371,1,-64,235,367,265,380,389,411,336,284,100.0,101.032542888
2008,2009,25894,0,1118,2,9,4.0,3,True,False,3,30,30,32,9,3,4,2.0,164,17,5,5,1,2,20,65.0,2,4,4,3,3,2,2,1,20.0,2,55.0,60.0,0.031491308,0.002488633,110.0,120.0,0.020923755,0.001836381,2,-237,156,256,177,311,329,352,239,187,241.0,354.631954677
3588,3603,33781,0,844,2,9,1.0,9,True,False,3,34,34,3,8,1,2,2.0,221,21,5,5,1,1,5,55.0,1,4,4,3,3,2,2,1,1.0,2,55.0,60.0,0.028875839,0.002481211,110.0,120.0,0.018308286,0.00140583,2,-48,217,362,270,333,357,380,311,279,62.0,66.2945198151
463,463,15786,0,1269,2,9,1.0,4,False,False,3,30,30,38,2,1,1,2.0,2,17,2,2,1,1,2,35.0,2,4,4,3,3,2,1,1,2.0,1,30.0,30.0,0.02232773,0.024180677,60.0,60.0,0.02232773,0.019485662,2,-91,37,48,34,36,48,60,49,30,114.0,137.728551067
2938,2939,30615,0,1427,2,25,1.0,5,True,False,3,37,37,72,8,2,2,2.0,76,0,5,5,1,2,5,65.0,4,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.034619304,0.025913169,110.0,120.0,0.026630234,0.019963986,2,-90,211,333,239,344,381,404,324,253,152.0,207.330472602
66,66,15125,0,938,2,1,2.0,4,False,False,1,22,22,41,2,1,3,2.0,2,120,1,1,1,1,10,36.0,10,4,4,2,2,2,1,1,10.0,2,200.93254717,38.9047501237,0.019180109,0.000741238,401.86509434,77.8095002474,0.012786739,0.000370619,2,-132,12,29,41,45,41,47,49,27,136.0,154.317120318
769,769,16479,0,1372,2,1,4.0,5,False,False,1,22,22,13,2,2,1,2.0,1,121,1,1,2,1,12,19.0,10,4,4,2,2,2,1,1,24.0,1,19.0,19.0,0.023309003,0.000892113,38.0,38.0,0.015534303,0.000498939,2,-78,73,104,80,132,126,123,96,75,95.0,98.0077054639
814,814,16569,0,772,2,1,2.0,3,False,False,1,21,21,13,2,2,1,2.0,1,103,1,1,2,2,5,28.0,5,4,4,2,2,2,1,1,12.0,2,19.0,19.0,0.023301455,0.000612495,38.0,38.0,0.015534303,0.000322461,2,-10,105,108,84,133,127,139,109,83,105.0,111.747455383
3495,3510,33347,1,1445,2,7,1.0,5,True,False,4,19,19,3,8,1,2,2.0,21,88,5,5,1,2,5,65.0,1,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.041062492,0.004574511,110.0,120.0,0.028532393,0.002811975,2,-84,235,365,271,365,403,425,342,282,131.0,135.733140025
2437,2438,28531,0,438,2,7,1.0,5,True,False,4,19,19,3,8,2,2,2.0,104,87,5,5,1,2,5,60.0,1,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.035854198,0.003567598,100.0,110.0,0.024078925,0.002151037,2,-63,223,289,205,306,351,374,269,219,202.0,207.876279192
1785,1786,22946,0,897,2,22,1.0,5,True,False,3,39,39,3,13,2,2,2.0,0,26,5,5,2,2,4,60.0,4,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.037590296,0.007030175,100.0,110.0,0.028532393,0.005385371,2,-13,218,281,186,306,318,341,253,201,379.0,236.850026219
3831,3846,35568,0,1124,2,12,1.0,1,True,False,4,49,49,3,8,1,2,2.0,0,66,10,10,1,1,5,25.0,5,4,4,11,11,2,2,1,5.0,1,25.0,20.0,0.018419396,0.004290125,50.0,40.0,0.014168824,0.00306293,2,-60,261,389,285,371,425,447,348,299,115.0,85.9569036987
4264,4280,40091,1,191,2,1,1.0,5,True,False,1,22,22,3,8,1,2,3.0,208,122,3,3,1,2,10,47.0,10,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.001313535,74.0,50.0,0.011096774,0.000694068,1,-106,303,457,346,512,520,558,453,349,110.0,100.868688809
2419,2420,28450,1,1353,2,7,2.0,5,True,False,4,19,19,72,8,2,2,2.0,118,87,5,5,1,2,10,67.0,10,4,4,3,3,2,2,1,10.0,2,57.0,62.0,0.045138548,0.003523902,114.0,124.0,0.03260845,0.002320635,2,-41,223,288,221,316,340,363,302,235,182.0,208.07500076
3909,3924,35934,0,333,2,26,1.0,9,True,False,4,44,44,3,8,2,2,2.0,221,37,10,10,1,1,3,25.0,3,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.112353783,0.021402933,50.0,40.0,0.10170956,0.015155425,1,-13,283,397,295,381,420,442,374,308,91.0,79.1014234329
3476,3491,33315,0,1321,2,9,1.0,11,True,False,3,35,35,3,8,2,2,2.0,221,22,5,5,3,2,3,65.0,3,4,4,3,3,2,2,1,1.0,2,55.0,60.0,0.028875839,0.00096064,110.0,120.0,0.018308286,0.000662969,2,-41,261,358,258,372,409,431,349,275,138.0,148.578519795
3602,3617,34146,0,74,2,7,1.0,5,True,False,4,47,47,32,8,1,2,2.0,19,46,5,5,2,1,4,50.0,4,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.041062492,0.006042476,100.0,110.0,0.028532393,0.003819271,2,-53,228,365,271,362,370,393,308,282,77.0,68.5660093933
1873,1874,24422,0,1477,2,26,1.0,4,True,False,4,47,47,72,9,2,2,2.0,0,37,5,5,1,2,5,80.0,5,4,4,3,3,2,2,1,5.0,2,60.0,70.0,0.119451091,0.015616948,120.0,140.0,0.095107978,0.009320316,2,-21,186,280,196,299,302,325,278,211,260.0,220.061039245
2195,2196,27020,0,1442,2,27,1.0,5,True,False,4,45,45,3,8,2,2,2.0,161,0,10,10,1,2,5,45.0,5,4,4,11,11,2,2,1,5.0,2,25.0,20.0,0.023844929,0.063473253,50.0,40.0,0.018342253,0.051626271,2,21,259,287,215,330,353,376,272,226,246.0,221.319697916
26,26,15080,0,667,2,10,1.0,5,False,False,1,21,21,54,2,1,3,2.0,1,102,1,1,1,1,6,53.0,1,4,4,2,2,5,1,1,6.0,1,53.0,53.0,0.256066908,0.010584914,106.0,106.0,0.170711272,0.005688967,2,-92,35,87,56,94,54,60,102,21,194.0,116.257205258
1248,1248,17662,0,249,2,1,1.0,6,False,False,1,22,22,1,2,0,1,3.0,1,123,3,3,1,2,5,66.0,5,4,4,24,24,2,1,1,4.0,1,20.0,20.0,0.007010817,0.001952902,40.0,40.0,0.004673878,0.001301923,2,-947,108,189,309,484,525,554,394,133,915.0,935.606845175
2528,2529,29076,0,370,2,7,2.0,5,True,False,4,47,47,3,8,3,2,2.0,218,37,5,5,1,2,10,60.0,1,4,4,3,3,2,2,1,10.0,2,50.0,55.0,0.035854198,0.001304329,100.0,110.0,0.024057789,0.000790563,2,-28,208,303,223,322,334,357,300,237,126.0,136.597870841
3361,3376,32729,0,640,2,5,1.0,5,True,False,4,47,47,3,8,2,2,2.0,225,39,5,5,3,1,3,60.0,3,4,4,3,3,2,2,1,5.0,1,60.0,70.0,0.074123837,0.015829829,120.0,140.0,0.066575584,0.009889426,2,-117,224,348,253,334,414,436,312,263,161.0,173.319599263
279,279,15466,0,1102,2,15,4.0,4,False,False,4,19,19,44,2,1,1,2.0,1,89,2,2,2,1,4,35.0,4,4,4,3,3,2,1,1,20.0,1,35.0,35.0,0.050784641,0.007419177,70.0,70.0,0.050784641,0.002724164,2,-119,12,19,20,12,29,39,26,81,161.0,107.083434875
3990,4005,36774,0,433,2,11,1.0,11,True,False,4,21,21,3,8,1,2,2.0,61,117,6,6,1,2,1,34.0,1,4,4,6,6,2,2,1,5.0,2,50.0,55.0,0.032846974,0.004977395,100.0,110.0,0.021050566,0.003057235,2,-53,260,411,307,402,413,435,380,319,58.0,38.3524356237
3709,3724,34765,0,544,2,7,1.0,5,True,False,4,47,47,3,8,1,2,2.0,55,37,5,5,1,2,5,60.0,1,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.011039319,0.002325274,100.0,110.0,0.007265193,0.001415605,2,-41,228,373,275,382,364,387,359,288,54.0,52.6696196319
313,313,15578,0,981,2,5,1.0,4,False,False,4,19,19,60,2,1,1,2.0,1,93,2,2,2,1,2,35.0,1,4,4,3,3,2,1,1,5.0,1,35.0,35.0,0.056626988,0.008439248,70.0,70.0,0.056626988,0.003744235,2,-80,28,8,17,4,32,20,16,9,156.0,138.1011287
3686,3701,34546,0,12,2,7,1.0,5,True,False,4,19,19,3,8,2,2,2.0,17,89,5,5,2,2,4,60.0,4,4,4,6,6,2,2,1,5.0,2,50.0,55.0,0.032846974,0.002122093,100.0,110.0,0.001285867,0.001285867,2,-23,248,370,271,368,373,396,327,285,72.0,74.7155853222
1889,1890,24693,1,191,2,1,1.0,5,True,False,1,22,22,3,8,1,2,2.0,180,122,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001049275,74.0,50.0,0.011096774,0.00061394,1,-127,226,371,274,373,426,448,350,291,153.0,230.134886754
3515,3530,33449,1,225,2,1,1.0,5,True,False,1,22,22,3,8,1,2,2.0,183,122,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-129,219,370,265,358,419,441,336,284,145.0,143.328809392
4267,4283,40105,1,208,2,1,2.0,5,True,False,1,22,22,3,8,1,2,3.0,191,119,3,3,1,2,14,47.0,14,4,4,4,4,2,2,1,20.0,2,37.0,25.0,0.018475073,0.001049275,74.0,50.0,0.011096774,0.00061394,1,-129,303,458,346,496,532,572,442,350,133.0,127.871693988
1152,1152,17481,0,244,2,7,2.0,11,False,False,4,19,19,14,2,2,1,3.0,28,93,13,13,1,1,4,30.0,4,4,4,14,14,2,1,1,4.0,1,30.0,15.0,0.014447355,0.003490312,60.0,30.0,0.007223677,0.001550411,2,-6,119,175,115,169,161,173,162,129,42.0,56.9805688533
2079,2080,26582,0,1473,2,5,1.0,3,True,False,4,19,19,3,7,2,2,3.0,164,0,5,5,2,1,3,18.0,3,4,4,3,3,2,2,1,3.0,1,18.0,38.9047501237,0.04867113,0.002218768,36.0,77.8095002474,0.0,0.0,2,-28,174,258,173,257,269,292,222,188,54.0,95.939373066
4109,4125,38231,1,211,2,1,4.0,10,True,False,1,22,22,1,0,1,2,3.0,196,122,3,3,1,2,10,47.0,4,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.001313535,74.0,50.0,0.011096774,0.000694068,1,-145,289,435,329,458,520,549,421,337,155.0,151.224608567
2854,2855,30083,0,1320,2,9,1.0,1,True,False,3,35,35,3,8,2,2,2.0,218,22,5,5,1,2,5,65.0,2,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.031491308,0.001420037,110.0,120.0,0.020923755,0.001064744,2,-5,246,320,234,345,358,381,320,248,131.0,171.839311317
3725,3740,34850,0,741,2,26,1.0,9,True,False,4,47,47,32,8,2,2,2.0,0,37,10,10,1,1,1,25.0,1,4,4,11,11,2,2,1,4.0,1,25.0,20.0,0.024398827,0.021215249,50.0,40.0,0.018768328,0.015155425,1,-116,226,384,288,381,417,439,340,297,122.0,110.52005864
1211,1211,17578,0,240,2,0,13.0,4,True,False,1,22,22,13,2,2,1,3.0,1,120,6,6,1,1,51,20.0,51,4,4,7,7,2,1,1,52.0,1,20.0,20.0,0.037391022,0.00098733,40.0,40.0,0.024927348,0.000658208,2,-52,119,185,120,170,234,204,163,136,73.0,97.1931799689
2463,2464,28849,1,412,2,0,2.0,5,True,False,1,21,21,3,8,3,2,2.0,93,109,3,3,2,2,8,82.0,8,4,4,4,4,2,2,1,10.0,2,58.0,25.0,0.193216188,0.001947391,116.0,50.0,0.086967742,0.000889241,1,-154,224,296,221,421,444,466,316,235,282.0,287.279907584
3597,3612,33786,0,1333,2,9,1.0,1,True,False,3,35,35,3,8,2,2,2.0,221,22,5,5,1,2,5,65.0,1,4,4,3,3,2,2,1,1.0,2,55.0,60.0,0.028875839,0.00170779,110.0,120.0,0.018308286,0.001193445,2,7,261,363,268,376,373,396,353,280,85.0,113.768732479
920,920,16861,1,199,2,1,16.0,4,False,False,1,22,22,13,2,2,1,3.0,9,120,3,3,1,2,75,49.0,12,4,4,1,1,2,1,1,64.0,1,40.0,30.0,0.030193009,0.00048357,80.0,60.0,0.018870631,0.000483541,2,-982,73,124,301,429,485,507,386,94,964.0,925.076368552
2627,2628,29477,1,1412,2,25,1.0,5,True,False,3,37,37,3,8,2,2,2.0,272,23,5,5,2,2,4,70.0,4,4,4,6,6,2,2,1,5.0,2,60.0,65.0,0.034619304,0.027297197,120.0,130.0,0.026630234,0.021069285,2,-157,194,312,225,348,413,435,313,239,221.0,245.024835217
3284,3299,32110,1,550,2,7,1.0,5,True,False,4,19,19,3,8,1,2,2.0,61,90,5,5,1,1,5,60.0,1,4,4,3,3,2,2,1,5.0,1,60.0,65.0,0.045138548,0.012265145,120.0,130.0,0.03260845,0.007644753,2,-91,224,349,250,334,382,405,312,263,146.0,131.900870889
771,771,16480,0,1372,2,1,5.0,5,False,False,1,22,22,13,2,2,1,2.0,1,121,1,1,3,1,12,19.0,12,4,4,2,2,2,1,1,30.0,1,19.0,19.0,0.023309003,0.000876473,38.0,38.0,0.015534303,0.00049124,2,-81,73,104,80,122,113,123,96,75,98.0,95.2416817946
387,387,15673,0,1283,2,9,2.0,5,False,False,3,31,16,25,2,1,1,2.0,2,18,2,2,1,2,2,36.0,2,4,4,3,3,2,1,1,4.0,2,36.0,36.0,0.019670745,0.004354277,72.0,72.0,0.019670745,0.004354285,2,-36,42,20,17,17,22,31,18,10,139.0,134.077312943
3563,3578,33496,0,866,2,2,1.0,5,True,False,4,47,47,32,8,1,2,2.0,221,38,5,5,2,1,1,60.0,1,4,4,3,3,2,2,1,1.0,1,60.0,70.0,0.065801889,0.006287716,120.0,140.0,0.058253636,0.003871745,2,-124,223,360,262,404,419,441,308,277,147.0,168.018539324
2878,2879,30109,1,1183,2,3,2.0,5,True,False,4,47,47,3,8,2,4,2.0,237,54,5,5,3,2,1,80.0,1,4,4,6,6,2,2,1,10.0,2,60.0,70.0,0.186882496,0.108272825,120.0,140.0,0.145744522,0.067147126,2,-214,187,366,229,339,442,464,327,243,238.0,272.484162806
297,297,15564,0,963,2,5,1.0,4,False,False,4,19,19,55,2,1,1,2.0,1,93,2,2,2,1,1,36.0,1,4,4,3,3,2,1,1,5.0,1,36.0,36.0,0.056626988,0.008430945,72.0,72.0,0.056626988,0.003735932,2,-1,52,6,3,29,32,42,9,4,168.0,114.173886684
2800,2801,30040,0,1326,2,9,1.0,1,True,False,3,34,34,3,8,2,2,2.0,0,0,5,5,2,2,3,65.0,3,4,4,6,6,2,2,1,5.0,2,55.0,60.0,0.031491308,0.000882818,110.0,120.0,0.020923755,0.00049046,2,-91,246,319,225,408,423,445,308,239,218.0,244.278310956
3894,3909,35931,0,336,2,26,1.0,8,True,False,4,44,44,3,8,2,2,2.0,221,37,10,10,3,2,1,25.0,1,4,4,11,11,2,2,1,4.0,1,25.0,20.0,0.112353783,0.021215249,50.0,40.0,0.10170956,0.015155425,1,-41,283,397,295,381,442,464,374,308,119.0,119.247286595
3013,3014,31060,0,851,2,25,1.0,9,True,False,3,30,30,3,8,2,2,2.0,73,0,5,5,1,2,5,65.0,5,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.036805278,0.023933415,110.0,120.0,0.029257026,0.019313917,2,-62,194,338,245,325,343,366,326,255,93.0,105.642406132
3666,3681,34497,0,1037,2,5,1.0,11,True,False,4,47,47,3,8,2,2,2.0,221,46,5,5,1,2,3,50.0,3,4,4,6,6,2,2,1,5.0,2,50.0,55.0,0.032846974,0.005614721,100.0,110.0,0.003457956,0.003457956,2,-152,221,370,271,365,440,462,342,285,159.0,171.537361768
2885,2886,30110,1,1195,2,3,1.0,5,True,False,4,47,47,3,8,2,4,2.0,237,54,5,5,3,2,1,80.0,1,4,4,6,6,2,2,1,5.0,2,60.0,70.0,0.186882496,0.108536318,120.0,140.0,0.145744522,0.067605468,2,-187,187,366,229,355,421,443,327,243,211.0,239.67151951
3850,3865,35826,1,1374,2,7,1.0,5,True,False,4,19,19,3,8,2,2,2.0,245,93,5,5,1,2,5,67.0,4,4,4,6,6,2,2,1,5.0,2,57.0,62.0,0.041062492,0.005626194,114.0,124.0,0.028532393,0.003449306,2,-143,243,395,294,413,459,481,387,307,148.0,162.538563279
4240,4256,39738,1,208,2,1,1.0,5,True,False,1,22,22,0,8,2,2,3.0,191,120,3,3,1,2,10,47.0,10,4,4,4,4,2,2,1,10.0,2,37.0,25.0,0.018475073,0.001049275,74.0,50.0,0.011096774,0.00061394,1,-132,303,458,346,490,532,575,442,350,140.0,138.035086195
2167,2168,26847,0,230,2,1,6.0,5,True,False,1,21,21,3,9,3,2,3.0,157,103,3,3,2,2,20,80.0,20,4,4,4,4,2,2,1,30.0,2,50.0,30.0,0.018475073,0.00068739,100.0,60.0,0.012316716,0.000409384,1,-87,191,265,190,292,349,372,269,205,244.0,249.209401949
2916,2917,30452,1,211,2,1,1.0,5,True,False,1,22,22,32,8,2,2,2.0,216,125,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-148,224,380,276,412,439,461,352,292,227.0,193.777980809
3802,3817,35313,0,919,2,23,1.0,12,True,False,4,49,49,3,9,1,2,1.0,53,69,10,10,1,2,1,45.0,1,4,4,11,11,2,2,1,1.0,2,25.0,20.0,0.049456148,0.488898672,50.0,40.0,0.038043191,0.390730746,2,-52,274,387,286,381,433,455,358,299,140.0,142.317280084
2314,2315,27670,0,1469,2,0,1.0,11,True,False,1,21,21,72,8,3,4,2.0,159,104,3,3,1,2,5,80.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.039648094,0.003289456,74.0,50.0,0.017853372,0.001585764,1,-40,207,295,190,320,340,363,269,283,200.0,212.385222588
17,17,15073,0,267,2,13,4.0,5,False,False,2,24,24,14,2,1,3,2.0,1,0,5,5,1,1,40,50.0,1,4,4,24,24,2,1,1,5.0,1,20.0,38.9047501237,0.0048573,0.007255125,40.0,77.8095002474,0.0405427079029,0.004836769,2,-1187,13,50,330,456,517,551,419,40,1186.0,1129.64300728
69,69,15128,0,453,2,1,1.0,4,False,False,1,22,22,14,2,2,3,2.0,6,131,1,1,1,1,5,19.0,4,4,4,2,2,5,1,1,5.0,1,19.0,19.0,0.021874835,0.010166439,38.0,38.0,0.014583223,0.00525615,2,-112,48,73,66,55,106,116,68,52,136.0,136.235390855
1754,1755,22468,1,189,2,1,1.0,5,True,False,1,22,22,3,8,1,2,2.0,183,123,3,3,1,2,5,47.0,5,4,4,4,4,2,2,1,5.0,2,37.0,25.0,0.018475073,0.001266614,74.0,50.0,0.011096774,0.000705798,1,-172,239,371,266,449,472,495,338,286,220.0,324.293825636
3373,3388,32746,0,991,2,5,1.0,5,True,False,4,19,19,3,8,2,2,2.0,218,94,5,5,1,2,5,60.0,1,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.035854198,0.002132504,100.0,110.0,0.024057789,0.001297639,2,-49,224,349,255,343,365,388,342,265,93.0,111.404403497
3366,3381,32731,0,798,2,10,1.0,5,True,False,1,21,21,3,8,2,2,2.0,198,103,6,6,1,2,5,28.0,5,4,4,4,4,2,2,1,5.0,2,58.0,25.0,0.63368305,0.004806263,116.0,50.0,0.285184751,0.002391248,1,-33,224,348,248,318,351,374,297,267,77.0,86.6598986085
391,391,15678,0,1283,2,9,1.0,5,False,False,3,33,33,25,2,1,1,2.0,2,20,2,2,1,2,2,35.0,1,4,4,3,3,2,1,1,2.0,2,35.0,35.0,0.019670745,0.00434115,70.0,70.0,0.019670745,0.004341151,2,-91,42,20,20,92,79,78,27,18,194.0,176.357393971
1911,1912,24842,0,841,2,5,1.0,5,True,False,4,47,47,3,9,2,2,2.0,0,38,5,5,2,2,1,60.0,1,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.05178101,0.005566734,100.0,110.0,0.037439331,0.003392549,2,-55,191,237,187,325,333,356,253,196,293.0,227.609586403
2991,2992,30726,0,478,2,1,7.0,5,True,False,1,21,21,3,8,2,2,2.0,180,123,3,3,2,2,25,47.0,25,4,4,4,4,2,2,1,35.0,2,37.0,25.0,0.018475073,0.00058778,74.0,50.0,0.011096774,0.000352371,1,-35,208,329,236,325,339,362,303,251,91.0,101.089107969
144,144,15208,0,681,2,10,1.0,5,False,False,1,21,21,35,2,1,3,2.0,6,102,1,1,2,1,2,26.0,1,4,4,2,2,5,1,1,2.0,1,26.0,26.0,0.407128086,0.010014659,52.0,52.0,0.271418724,0.0054047,2,-111,54,101,80,119,110,124,100,74,101.0,121.793207278
2889,2890,30300,0,729,2,10,1.0,9,True,False,1,21,21,3,13,2,2,2.0,45,103,3,3,1,2,5,47.0,5,4,4,7,7,2,2,1,5.0,2,28.0,0.0,0.079815219,0.003774126,56.0,0.0,0.079815219,0.003396713,2,-133,194,322,223,343,396,418,287,245,177.0,182.164046485
1474,1475,19428,0,595,2,15,1.0,4,False,False,4,19,19,38,2,2,1,2.0,2,89,2,2,1,2,5,61.0,5,4,4,3,3,2,1,1,5.0,2,35.0,35.0,0.050784641,0.007230373,70.0,70.0,0.050784641,0.002535307,2,-55,33,11,12,21,16,20,31,7,143.0,135.641455163
3721,3736,34849,0,348,2,26,1.0,9,True,False,4,47,47,32,8,2,2,2.0,0,37,10,10,3,1,1,25.0,1,4,4,11,11,2,2,1,4.0,1,25.0,20.0,0.012199413,0.021215249,50.0,40.0,0.009384164,0.015155425,1,-148,226,384,288,381,442,464,340,297,154.0,130.406131202
1479,1480,19440,0,605,2,15,1.0,4,False,False,4,19,19,49,2,2,1,2.0,2,89,2,2,1,2,5,61.0,5,4,4,3,3,2,1,1,5.0,2,35.0,35.0,0.029166447,0.007218776,70.0,70.0,0.029166447,0.002523834,2,-58,33,13,7,26,22,31,31,7,139.0,141.928105773
707,707,16283,0,699,2,26,1.0,5,False,False,4,47,47,25,2,2,1,2.0,2,49,8,8,1,1,5,35.0,2,4,4,9,9,2,1,1,5.0,1,35.0,35.0,0.045289513,0.027626603,70.0,70.0,0.045289513,0.027626603,2,-38,72,100,57,95,79,86,103,70,71.0,91.2928313826
3608,3623,34160,0,535,2,15,1.0,5,True,False,4,47,47,3,8,1,2,2.0,17,48,5,5,2,2,4,50.0,2,4,4,3,3,2,2,1,1.0,2,50.0,55.0,0.046582151,0.020098971,100.0,110.0,0.034806878,0.012876075,2,-67,241,365,268,380,398,420,327,281,113.0,114.126440064
1032,1032,17162,0,453,2,11,1.0,4,False,False,4,49,49,14,12,1,1,2.0,1,72,7,7,1,1,1,20.0,1,4,4,8,8,2,1,1,1.0,1,20.0,20.0,0.016066455,0.018319608,40.0,40.0,0.014605868,0.015715461,2,-143,95,164,126,190,194,216,156,0,156.0,228.573457283
388,388,15674,0,1283,2,9,2.0,5,False,False,3,31,16,26,2,1,1,2.0,2,18,2,2,1,2,2,36.0,2,4,4,3,3,2,1,1,4.0,2,36.0,36.0,0.019670745,0.004354277,72.0,72.0,0.019670745,0.004354285,2,-34,42,20,17,17,26,27,18,10,137.0,131.853780881
1676,1677,19885,0,1474,2,26,1.0,4,False,False,4,22,22,13,5,1,1,1.0,1,128,2,2,3,1,1,50.0,1,4,4,3,3,2,1,1,3.0,1,50.0,38.9047501237,0.030193009,0.064020501,100.0,77.8095002474,0.030193009,0.021735192,2,-114,107,155,105,210,202,219,160,116,142.0,149.040839086
346,346,15610,0,289,2,1,1.0,3,False,False,1,22,22,1,11,1,1,3.0,1,122,1,1,1,2,1,24.0,1,4,4,2,2,2,1,1,1.0,0,200.93254717,38.9047501237,0.055465358927,0.0161577308311,401.86509434,77.8095002474,0.0405427079029,0.0115291484465,2,-92,15,32,9,5,2,2,3,1,93.0,114.139272893
3615,3630,34171,0,562,2,5,1.0,5,True,False,4,19,19,3,8,1,2,2.0,228,99,5,5,1,2,5,60.0,1,4,4,3,3,2,2,1,5.0,2,50.0,55.0,0.032846974,0.004176621,100.0,110.0,0.021050566,0.002577516,2,-40,228,367,270,365,363,386,342,284,64.0,71.7123126179
3169,3181,31521,0,295,2,26,1.0,11,True,False,4,47,47,3,8,1,2,2.0,269,48,10,10,3,2,1,45.0,1,4,4,11,11,2,2,1,4.0,2,25.0,20.0,0.117672962,0.036579003,50.0,40.0,0.102552727,0.026198944,1,-176,207,342,244,395,444,466,311,258,218.0,226.469261301
2479,2480,28978,1,884,2,5,1.0,5,True,False,4,44,44,3,8,3,2,2.0,71,46,5,5,1,2,5,65.0,5,4,4,3,3,2,2,1,5.0,2,55.0,60.0,0.045138548,0.004479008,110.0,120.0,0.033061345,0.002933908,2,-63,208,300,213,314,360,383,288,225,164.0,173.070239075
211,211,15357,0,591,2,15,3.0,4,False,False,4,19,19,34,2,2,1,2.0,1,89,2,2,1,2,5,61.0,5,4,4,3,3,2,1,1,5.0,2,35.0,35.0,0.050784641,0.007250096,70.0,70.0,0.050784641,0.002555083,2,-63,33,18,16,23,27,34,35,9,152.0,159.881948883
1562,1563,19631,0,775,2,5,1.0,3,False,False,4,19,19,1,2,1,1,3.0,1,98,2,2,1,1,6,35.0,6,4,4,3,3,2,1,1,6.0,1,35.0,45.0,0.056626988,0.00792421,70.0,90.0,0.056626988,0.003229142,2,-129,56,88,56,135,145,139,92,61,160.0,131.124375164
1135,1135,17419,0,925,2,5,1.0,4,False,False,4,19,19,14,2,1,1,2.0,1,100,2,2,2,1,4,30.0,4,4,4,3,3,2,1,1,5.0,1,30.0,35.0,0.056626988,0.008594518,60.0,70.0,0.056626988,0.003899578,2,-92,108,172,114,188,187,206,158,126,96.0,120.755254064
